"","participant","Condition","number","correctkey","Congruent","key_response","correct","rt","exp_sess_trials.thisRepN","exp_sess_trials.thisTrialN","exp_sess_trials.thisN","exp_sess_trials.thisIndex","x","magnitude","hand","n_digits","ppid"
"10039",10699,"Digit",4,"a","Incong","a",1,0.81687,2,4,36,9,10618,"large","left",NA,32
"10040",10699,"Numerosity",1,"a","Incong","a",1,0.535195,1,10,26,2,2462,"small","left",NA,32
"10041",10699,"Numerosity",1,"a","Incong","a",1,0.562125,3,5,53,2,2463,"small","left",NA,32
"10042",10699,"Numerosity",1,"a","Cong","a",1,0.466695,4,7,71,1,2424,"small","left",NA,32
"10043",10699,"Numerosity",1,"a","Cong","a",1,0.466745,3,10,58,0,2425,"small","left",NA,32
"10044",10699,"Digit",1,"l","Cong","l",1,0.484045,2,9,41,1,2426,"small","right",NA,32
"10045",10699,"Numerosity",1,"l","Cong","l",1,0.497935,3,12,60,0,2427,"small","right",NA,32
"10046",10699,"Numerosity",1,"a","Cong","a",1,0.500595,0,5,5,0,2428,"small","left",NA,32
"10047",10699,"Numerosity",1,"a","Cong","a",1,0.508365,1,9,25,0,2429,"small","left",NA,32
"10048",10699,"Digit",1,"a","Cong","a",1,0.51668,3,9,57,1,2430,"small","left",NA,32
"10049",10699,"Digit",5,"a","Incong","a",1,0.666995,1,3,19,15,14688,"large","left",NA,32
"10050",10699,"Numerosity",2,"a","Cong","a",1,0.650395,3,9,57,5,6506,"small","left",NA,32
"10051",10699,"Digit",2,"l","Cong","l",1,0.66713,4,3,67,5,6507,"small","right",NA,32
"10052",10699,"Digit",2,"l","Cong","l",1,0.700115,0,6,6,5,6508,"small","right",NA,32
"10053",10699,"Digit",2,"a","Cong","a",1,0.7334,0,14,14,6,6509,"small","left",NA,32
"10054",10699,"Numerosity",5,"a","Cong","a",1,0.59828,3,8,56,14,14649,"large","left",NA,32
"10055",10699,"Numerosity",5,"l","Cong","l",1,0.600475,1,0,16,13,14650,"large","right",NA,32
"10056",10699,"Numerosity",2,"l","Incong","l",1,0.36685,2,9,41,7,6512,"small","right",NA,32
"10057",10699,"Numerosity",2,"l","Incong","l",1,0.367575,4,2,66,7,6513,"small","right",NA,32
"10058",10699,"Numerosity",1,"a","Incong","a",1,0.35282,0,11,11,3,2440,"small","left",NA,32
"10059",10699,"Digit",1,"l","Incong","l",1,0.381045,1,2,18,3,2441,"small","right",NA,32
"10060",10699,"Digit",1,"l","Incong","l",1,0.38356,2,12,44,2,2442,"small","right",NA,32
"10061",10699,"Digit",1,"a","Incong","a",1,0.38364,4,7,71,2,2443,"small","left",NA,32
"10062",10699,"Digit",1,"l","Incong","l",1,0.3863,3,2,50,2,2444,"small","right",NA,32
"10063",10699,"Numerosity",1,"l","Incong","l",1,0.387475,1,2,18,3,2445,"small","right",NA,32
"10064",10699,"Numerosity",1,"l","Incong","l",1,0.400385,3,13,61,3,2446,"small","right",NA,32
"10065",10699,"Numerosity",1,"l","Incong","l",1,0.40041,4,11,75,3,2447,"small","right",NA,32
"10066",10699,"Numerosity",1,"l","Incong","l",1,0.403015,0,8,8,3,2448,"small","right",NA,32
"10067",10699,"Numerosity",1,"a","Incong","a",1,0.403345,1,15,31,3,2449,"small","left",NA,32
"10068",10699,"Digit",4,"l","Incong","l",1,0.57161,0,11,11,9,10607,"large","right",NA,32
"10069",10699,"Digit",4,"l","Incong","l",1,0.576875,2,6,38,8,10608,"large","right",NA,32
"10070",10699,"Numerosity",4,"l","Incong","l",1,0.58547,4,3,67,9,10609,"large","right",NA,32
"10071",10699,"Digit",4,"a","Cong","a",1,0.450175,4,12,76,11,10568,"large","left",NA,32
"10072",10699,"Digit",4,"a","Cong","a",1,0.466845,1,8,24,11,10569,"large","left",NA,32
"10073",10699,"Digit",4,"a","Cong","a",1,0.47903,0,8,8,11,10570,"large","left",NA,32
"10074",10699,"Digit",4,"a","Cong","a",1,0.483575,2,11,43,10,10571,"large","left",NA,32
"10075",10699,"Digit",4,"a","Cong","a",1,0.483695,0,4,4,10,10572,"large","left",NA,32
"10076",10699,"Digit",4,"l","Cong","l",1,0.483775,3,5,53,11,10573,"large","right",NA,32
"10077",10699,"Digit",4,"a","Cong","a",1,0.48389,3,5,53,10,10574,"large","left",NA,32
"10078",10699,"Digit",4,"l","Cong","l",1,0.50005,0,12,12,10,10575,"large","right",NA,32
"10079",10699,"Numerosity",4,"l","Cong","l",1,0.517205,1,14,30,10,10576,"large","right",NA,32
"10080",10699,"Numerosity",4,"a","Cong","a",1,0.54595,1,2,18,10,10577,"large","left",NA,32
"10081",10699,"Digit",4,"a","Cong","a",1,0.55666,1,11,27,10,10578,"large","left",NA,32
"10082",10699,"Digit",1,"l","Incong","l",1,0.56719,3,11,59,3,2464,"small","right",NA,32
"10083",10699,"Numerosity",1,"a","Incong","a",1,0.57755,4,2,66,3,2465,"small","left",NA,32
"10084",10699,"Numerosity",1,"a","Incong","a",1,0.58764,4,11,75,2,2466,"small","left",NA,32
"10085",10699,"Numerosity",5,"l","Cong","l",1,0.49244,0,10,10,14,14639,"large","right",NA,32
"10086",10699,"Numerosity",5,"a","Cong","a",1,0.50042,0,3,3,14,14640,"large","left",NA,32
"10087",10699,"Digit",5,"l","Cong","l",1,0.50559,1,8,24,14,14641,"large","right",NA,32
"10088",10699,"Digit",5,"a","Cong","a",1,0.516865,2,3,35,14,14642,"large","left",NA,32
"10089",10699,"Numerosity",1,"l","Cong","l",1,0.56257,4,5,69,1,2431,"small","right",NA,32
"10090",10699,"Numerosity",1,"a","Cong","a",1,0.567165,2,6,38,0,2432,"small","left",NA,32
"10091",10699,"Digit",1,"l","Cong","l",1,0.616675,0,11,11,1,2433,"small","right",NA,32
"10092",10699,"Numerosity",1,"l","Cong","l",1,0.62944,4,1,65,0,2434,"small","right",NA,32
"10093",10699,"Numerosity",1,"a","Cong","a",1,0.667155,1,7,23,1,2435,"small","left",NA,32
"10094",10699,"Digit",2,"l","Cong","l",1,0.76181,1,10,26,6,6510,"small","right",NA,32
"10095",10699,"Numerosity",2,"l","Incong","l",1,0.35062,1,5,21,7,6511,"small","right",NA,32
"10096",10699,"Numerosity",1,"l","Cong","l",1,0.828785,3,2,50,1,2438,"small","right",NA,32
"10097",10699,"Numerosity",1,"l","Incong","l",1,0.283365,0,14,14,2,2439,"small","right",NA,32
"10098",10699,"Digit",4,"l","Cong","l",1,0.393505,1,2,18,10,10555,"large","right",NA,32
"10099",10699,"Numerosity",4,"l","Cong","l",1,0.400765,3,8,56,11,10556,"large","right",NA,32
"10100",10699,"Digit",4,"l","Cong","l",1,0.400825,2,8,40,10,10557,"large","right",NA,32
"10101",10699,"Numerosity",4,"a","Cong","a",1,0.407215,0,12,12,11,10558,"large","left",NA,32
"10102",10699,"Digit",4,"l","Cong","l",1,0.41405,4,5,69,10,10559,"large","right",NA,32
"10103",10699,"Digit",4,"l","Cong","l",1,0.416365,0,0,0,11,10560,"large","right",NA,32
"10104",10699,"Numerosity",4,"l","Cong","l",1,0.4169,2,13,45,11,10561,"large","right",NA,32
"10105",10699,"Digit",4,"l","Cong","l",1,0.41692,4,10,74,11,10562,"large","right",NA,32
"10106",10699,"Numerosity",4,"l","Cong","l",1,0.42663,0,15,15,10,10563,"large","right",NA,32
"10107",10699,"Numerosity",4,"a","Cong","a",1,0.434145,1,4,20,11,10564,"large","left",NA,32
"10108",10699,"Numerosity",4,"a","Cong","a",1,0.446205,2,10,42,11,10565,"large","left",NA,32
"10109",10699,"Numerosity",4,"a","Cong","a",1,0.446495,3,14,62,11,10566,"large","left",NA,32
"10110",10699,"Digit",4,"l","Cong","l",1,0.446945,3,12,60,10,10567,"large","right",NA,32
"10111",10699,"Digit",1,"a","Incong","a",1,0.43386,2,13,45,3,2452,"small","left",NA,32
"10112",10699,"Digit",1,"l","Incong","l",1,0.44088,0,0,0,2,2453,"small","right",NA,32
"10113",10699,"Digit",1,"a","Incong","a",1,0.44512,0,7,7,3,2454,"small","left",NA,32
"10114",10699,"Numerosity",1,"a","Incong","a",1,0.44787,3,10,58,3,2455,"small","left",NA,32
"10115",10699,"Numerosity",1,"l","Incong","l",1,0.467155,4,8,72,2,2456,"small","right",NA,32
"10116",10699,"Digit",1,"a","Incong","a",1,0.46724,1,9,25,3,2457,"small","left",NA,32
"10117",10699,"Digit",1,"a","Incong","a",1,0.4764,1,1,17,2,2458,"small","left",NA,32
"10118",10699,"Numerosity",1,"l","Incong","l",1,0.48379,2,3,35,3,2459,"small","right",NA,32
"10119",10699,"Digit",1,"a","Incong","a",1,0.483825,3,0,48,2,2460,"small","left",NA,32
"10120",10699,"Digit",1,"a","Incong","a",1,0.503825,2,4,36,2,2461,"small","left",NA,32
"10121",10699,"Digit",5,"l","Cong","l",1,0.44068,1,11,27,13,14633,"large","right",NA,32
"10122",10699,"Numerosity",4,"a","Cong","a",1,0.56887,3,6,54,10,10579,"large","left",NA,32
"10123",10699,"Digit",4,"a","Cong","a",1,0.569485,3,9,57,11,10580,"large","left",NA,32
"10124",10699,"Digit",4,"l","Cong","l",1,0.61687,1,12,28,11,10581,"large","right",NA,32
"10125",10699,"Numerosity",4,"a","Cong","a",1,0.639475,2,2,34,10,10582,"large","left",NA,32
"10126",10699,"Digit",4,"a","Cong","a",1,0.686255,4,14,78,10,10583,"large","left",NA,32
"10127",10699,"Numerosity",4,"l","Incong","l",1,0.318835,3,4,52,8,10584,"large","right",NA,32
"10128",10699,"Numerosity",4,"l","Incong","l",1,0.391285,2,4,36,8,10585,"large","right",NA,32
"10129",10699,"Digit",5,"a","Cong","a",1,0.5257,4,13,77,13,14643,"large","left",NA,32
"10130",10699,"Digit",5,"a","Cong","a",1,0.546495,1,12,28,13,14644,"large","left",NA,32
"10131",10699,"Numerosity",5,"l","Cong","l",1,0.550225,2,14,46,13,14645,"large","right",NA,32
"10132",10699,"Numerosity",4,"a","Cong","a",1,0.36756,4,6,70,11,10549,"large","left",NA,32
"10133",10699,"Numerosity",4,"a","Cong","a",1,0.37046,4,15,79,10,10550,"large","left",NA,32
"10134",10699,"Numerosity",4,"l","Cong","l",1,0.38368,4,12,76,10,10551,"large","right",NA,32
"10135",10699,"Numerosity",4,"l","Cong","l",1,0.38369,1,12,28,11,10552,"large","right",NA,32
"10136",10699,"Digit",4,"a","Cong","a",1,0.384615,2,2,34,11,10553,"large","left",NA,32
"10137",10699,"Digit",4,"l","Cong","l",1,0.387235,2,10,42,11,10554,"large","right",NA,32
"10138",10699,"Digit",4,"a","Incong","a",1,0.44693,3,0,48,8,10595,"large","left",NA,32
"10139",10699,"Numerosity",4,"a","Incong","a",1,0.45023,3,2,50,9,10596,"large","left",NA,32
"10140",10699,"Numerosity",4,"a","Incong","a",1,0.45054,1,15,31,8,10597,"large","left",NA,32
"10141",10699,"Numerosity",4,"a","Incong","a",1,0.45067,0,11,11,8,10598,"large","left",NA,32
"10142",10699,"Numerosity",4,"a","Incong","a",1,0.46714,1,13,29,9,10599,"large","left",NA,32
"10143",10699,"Digit",4,"l","Incong","l",1,0.50648,4,4,68,9,10600,"large","right",NA,32
"10144",10699,"Numerosity",4,"l","Incong","l",1,0.51641,1,13,29,9,10601,"large","right",NA,32
"10145",10699,"Numerosity",4,"l","Incong","l",1,0.522665,2,14,46,9,10602,"large","right",NA,32
"10146",10699,"Numerosity",4,"a","Incong","a",1,0.525455,2,7,39,9,10603,"large","left",NA,32
"10147",10699,"Numerosity",4,"a","Incong","a",1,0.53376,3,4,52,8,10604,"large","left",NA,32
"10148",10699,"Numerosity",4,"l","Incong","l",1,0.541895,3,7,55,9,10605,"large","right",NA,32
"10149",10699,"Digit",1,"l","Incong","l",1,0.41665,2,0,32,3,2450,"small","right",NA,32
"10150",10699,"Digit",1,"l","Incong","l",1,0.41719,1,1,17,2,2451,"small","right",NA,32
"10151",10699,"Numerosity",5,"a","Cong","a",1,0.38855,2,9,41,14,14622,"large","left",NA,32
"10152",10699,"Digit",5,"l","Cong","l",1,0.388815,3,4,52,13,14623,"large","right",NA,32
"10153",10699,"Digit",2,"a","Incong","a",1,0.46663,1,0,16,7,6525,"small","left",NA,32
"10154",10699,"Numerosity",2,"l","Incong","l",1,0.46687,3,14,62,4,6526,"small","right",NA,32
"10155",10699,"Numerosity",2,"a","Incong","a",1,0.47248,3,11,59,7,6527,"small","left",NA,32
"10156",10699,"Digit",2,"a","Incong","a",1,0.474165,1,4,20,4,6528,"small","left",NA,32
"10157",10699,"Numerosity",2,"a","Incong","a",1,0.486665,4,0,64,7,6529,"small","left",NA,32
"10158",10699,"Numerosity",2,"l","Incong","l",1,0.500655,4,9,73,4,6530,"small","right",NA,32
"10159",10699,"Digit",2,"l","Incong","l",1,0.500835,0,15,15,4,6531,"small","right",NA,32
"10160",10699,"Numerosity",2,"a","Incong","a",1,0.51794,2,13,45,7,6532,"small","left",NA,32
"10161",10699,"Digit",2,"a","Incong","a",1,0.53343,4,3,67,4,6533,"small","left",NA,32
"10162",10699,"Numerosity",5,"a","Cong","a",1,0.441565,2,1,33,13,14634,"large","left",NA,32
"10163",10699,"Numerosity",5,"a","Cong","a",1,0.46709,1,11,27,13,14635,"large","left",NA,32
"10164",10699,"Digit",5,"l","Cong","l",1,0.47636,4,15,79,13,14636,"large","right",NA,32
"10165",10699,"Digit",5,"a","Cong","a",1,0.47836,3,14,62,13,14637,"large","left",NA,32
"10166",10699,"Digit",5,"l","Cong","l",1,0.48391,2,12,44,14,14638,"large","right",NA,32
"10167",10699,"Digit",2,"l","Incong","l",1,0.600155,2,14,46,4,6539,"small","right",NA,32
"10168",10699,"Digit",2,"l","Incong","l",1,0.60751,4,8,72,4,6540,"small","right",NA,32
"10169",10699,"Digit",4,"l","Incong","l",1,0.39428,3,15,63,9,10586,"large","right",NA,32
"10170",10699,"Numerosity",4,"l","Incong","l",1,0.400255,0,6,6,8,10587,"large","right",NA,32
"10171",10699,"Numerosity",4,"a","Cong","a",1,0.367025,0,13,13,10,10548,"large","left",NA,32
"10172",10699,"Numerosity",4,"l","Incong","l",1,0.40827,1,14,30,8,10589,"large","right",NA,32
"10173",10699,"Numerosity",4,"a","Incong","a",1,0.410635,2,11,43,8,10590,"large","left",NA,32
"10174",10699,"Digit",4,"l","Incong","l",1,0.423115,2,11,43,9,10591,"large","right",NA,32
"10175",10699,"Numerosity",1,"l","Cong","l",1,0.67295,1,12,28,1,2436,"small","right",NA,32
"10176",10699,"Digit",1,"l","Cong","l",1,0.76689,1,0,16,1,2437,"small","right",NA,32
"10177",10699,"Digit",4,"l","Incong","l",1,0.43958,4,6,70,8,10594,"large","right",NA,32
"10178",10699,"Numerosity",5,"a","Cong","l",0,0.482495,1,9,25,14,14610,"large","right",NA,32
"10179",10699,"Numerosity",5,"a","Cong","l",0,0.498375,4,10,74,13,14611,"large","right",NA,32
"10180",10699,"Numerosity",5,"a","Incong","l",0,0.384045,3,12,60,15,14612,"large","right",NA,32
"10181",10699,"Digit",5,"l","Incong","a",0,0.40574,3,3,51,15,14613,"large","left",NA,32
"10182",10699,"Digit",5,"a","Incong","l",0,0.466815,2,13,45,15,14614,"large","right",NA,32
"10183",10699,"Numerosity",5,"l","Incong","a",0,0.50317,4,12,76,15,14615,"large","left",NA,32
"10184",10699,"Numerosity",5,"l","Incong","a",0,0.6681,3,1,49,12,14616,"large","left",NA,32
"10185",10699,"Numerosity",5,"l","Cong","l",1,0.27405,0,12,12,13,14617,"large","right",NA,32
"10186",10699,"Digit",5,"l","Cong","l",1,0.31313,0,15,15,13,14618,"large","right",NA,32
"10187",10699,"Numerosity",5,"l","Cong","l",1,0.35355,2,15,47,14,14619,"large","right",NA,32
"10188",10699,"Numerosity",5,"a","Cong","a",1,0.35406,0,1,1,13,14620,"large","left",NA,32
"10189",10699,"Numerosity",5,"a","Cong","a",1,0.368665,4,8,72,14,14621,"large","left",NA,32
"10190",10699,"Numerosity",4,"a","Incong","a",1,0.55017,0,4,4,9,10606,"large","left",NA,32
"10191",10699,"Digit",2,"l","Incong","l",1,0.55922,3,10,58,7,6536,"small","right",NA,32
"10192",10699,"Numerosity",2,"a","Incong","a",1,0.58253,1,8,24,7,6537,"small","left",NA,32
"10193",10699,"Numerosity",5,"l","Cong","l",1,0.393795,4,15,79,14,14624,"large","right",NA,32
"10194",10699,"Numerosity",5,"l","Cong","l",1,0.400055,4,1,65,13,14625,"large","right",NA,32
"10195",10699,"Digit",5,"l","Cong","l",1,0.4003,0,1,1,14,14626,"large","right",NA,32
"10196",10699,"Numerosity",5,"l","Cong","l",1,0.400505,3,15,63,14,14627,"large","right",NA,32
"10197",10699,"Digit",5,"a","Cong","a",1,0.403055,3,1,49,14,14628,"large","left",NA,32
"10198",10699,"Numerosity",5,"a","Cong","a",1,0.412365,3,13,61,13,14629,"large","left",NA,32
"10199",10699,"Digit",5,"a","Cong","a",1,0.4167,0,7,7,14,14630,"large","left",NA,32
"10200",10699,"Numerosity",5,"l","Cong","l",1,0.41725,3,11,59,13,14631,"large","right",NA,32
"10201",10699,"Digit",5,"a","Cong","a",1,0.43656,0,2,2,13,14632,"large","left",NA,32
"10202",10699,"Digit",2,"l","Incong","l",1,0.55019,1,4,20,7,6534,"small","right",NA,32
"10203",10699,"Numerosity",2,"a","Incong","a",1,0.55651,4,9,73,4,6535,"small","left",NA,32
"10204",10699,"Numerosity",4,"a","Incong","a",1,0.438475,4,4,68,8,10593,"large","left",NA,32
"10205",10699,"Digit",2,"l","Incong","l",1,0.711265,0,9,9,7,6541,"small","right",NA,32
"10206",10699,"Numerosity",2,"a","Incong","a",1,0.58752,0,8,8,7,6538,"small","left",NA,32
"10207",10699,"Numerosity",4,"l","Incong","l",1,0.400435,0,4,4,9,10588,"large","right",NA,32
"10208",10699,"Numerosity",2,"a","Incong","a",1,0.89621,2,12,44,4,6543,"small","left",NA,32
"10209",10699,"Numerosity",5,"a","Incong","a",1,0.799995,0,3,3,12,14689,"large","left",NA,32
"10210",10699,"Numerosity",2,"l","Incong","l",1,0.717015,3,0,48,7,6542,"small","right",NA,32
"10211",10699,"Numerosity",4,"l","Incong","l",1,0.43509,4,4,68,8,10592,"large","right",NA,32
"10212",10756,"Numerosity",4,"l","Cong","l",1,0.4499,0,2,2,11,10669,"large","right",NA,33
"10213",10756,"Numerosity",1,"l","Cong","l",1,0.35859,2,12,44,0,2500,"small","right",NA,33
"10214",10756,"Digit",4,"l","Cong","l",1,0.359255,4,7,71,10,10635,"large","right",NA,33
"10215",10756,"Digit",4,"l","Cong","l",1,0.360455,2,14,46,11,10636,"large","right",NA,33
"10216",10756,"Digit",4,"a","Cong","a",1,0.45182,1,7,23,11,10670,"large","left",NA,33
"10217",10756,"Numerosity",1,"l","Cong","l",1,0.355715,0,4,4,1,2499,"small","right",NA,33
"10218",10756,"Numerosity",1,"l","Incong","a",0,0.533125,4,6,70,3,2482,"small","left",NA,33
"10219",10756,"Numerosity",1,"l","Incong","a",0,0.592805,4,5,69,2,2483,"small","left",NA,33
"10220",10756,"Numerosity",1,"l","Cong","l",1,0.31069,1,4,20,0,2487,"small","right",NA,33
"10221",10756,"Digit",1,"a","Cong","a",1,0.316805,0,6,6,0,2488,"small","left",NA,33
"10222",10756,"Digit",1,"a","Cong","a",1,0.326465,0,7,7,1,2489,"small","left",NA,33
"10223",10756,"Numerosity",1,"a","Cong","a",1,0.331005,0,5,5,0,2490,"small","left",NA,33
"10224",10756,"Numerosity",1,"a","Cong","a",1,0.33792,1,15,31,0,2491,"small","left",NA,33
"10225",10756,"Numerosity",4,"a","Cong","a",1,0.357395,4,11,75,10,10633,"large","left",NA,33
"10226",10756,"Numerosity",1,"a","Cong","a",1,0.345955,1,6,22,1,2493,"small","left",NA,33
"10227",10756,"Numerosity",1,"l","Cong","l",1,0.34806,1,4,20,0,2494,"small","right",NA,33
"10228",10756,"Numerosity",1,"a","Cong","a",1,0.348175,0,0,0,0,2495,"small","left",NA,33
"10229",10756,"Numerosity",1,"a","Cong","a",1,0.350545,2,15,47,1,2496,"small","left",NA,33
"10230",10756,"Numerosity",1,"l","Cong","l",1,0.35318,1,14,30,1,2497,"small","right",NA,33
"10231",10756,"Numerosity",1,"a","Cong","a",1,0.35563,3,3,51,1,2498,"small","left",NA,33
"10232",10756,"Digit",4,"l","Cong","l",1,0.410065,4,15,79,11,10654,"large","right",NA,33
"10233",10756,"Numerosity",1,"l","Cong","l",1,0.35927,3,5,53,0,2501,"small","right",NA,33
"10234",10756,"Numerosity",1,"a","Cong","a",1,0.362155,4,6,70,1,2502,"small","left",NA,33
"10235",10756,"Digit",1,"l","Cong","l",1,0.36376,1,11,27,0,2503,"small","right",NA,33
"10236",10756,"Digit",1,"a","Cong","a",1,0.366315,0,8,8,1,2504,"small","left",NA,33
"10237",10756,"Numerosity",1,"l","Cong","l",1,0.36832,3,0,48,1,2505,"small","right",NA,33
"10238",10756,"Digit",1,"a","Cong","a",1,0.34158,4,3,67,1,2492,"small","left",NA,33
"10239",10756,"Digit",1,"l","Cong","l",1,0.380225,0,12,12,1,2507,"small","right",NA,33
"10240",10756,"Digit",1,"a","Cong","a",1,0.388385,0,5,5,0,2508,"small","left",NA,33
"10241",10756,"Numerosity",1,"l","Cong","l",1,0.390975,1,9,25,1,2509,"small","right",NA,33
"10242",10756,"Digit",4,"a","Cong","a",1,0.427175,3,7,55,10,10664,"large","left",NA,33
"10243",10756,"Digit",4,"l","Cong","l",1,0.44121,2,4,36,10,10665,"large","right",NA,33
"10244",10756,"Digit",4,"a","Cong","a",1,0.44124,4,14,78,11,10666,"large","left",NA,33
"10245",10756,"Numerosity",4,"a","Cong","a",1,0.442975,1,15,31,10,10667,"large","left",NA,33
"10246",10756,"Numerosity",4,"a","Cong","a",1,0.445845,3,7,55,10,10668,"large","left",NA,33
"10247",10756,"Digit",1,"a","Cong","a",1,0.40461,3,5,53,1,2511,"small","left",NA,33
"10248",10756,"Digit",1,"a","Cong","a",1,0.40498,2,5,37,1,2512,"small","left",NA,33
"10249",10756,"Numerosity",1,"a","Cong","a",1,0.406865,4,10,74,1,2513,"small","left",NA,33
"10250",10756,"Numerosity",1,"l","Cong","l",1,0.41178,0,12,12,0,2514,"small","right",NA,33
"10251",10756,"Digit",1,"l","Cong","l",1,0.37653,3,2,50,0,2506,"small","right",NA,33
"10252",10756,"Digit",4,"l","Cong","l",1,0.354375,1,5,21,10,10632,"large","right",NA,33
"10253",10756,"Numerosity",4,"l","Cong","l",1,0.35906,2,7,39,10,10634,"large","right",NA,33
"10254",10756,"Numerosity",1,"l","Cong","a",0,0.461855,4,0,64,1,2475,"small","left",NA,33
"10255",10756,"Digit",1,"l","Cong","a",0,0.636595,0,10,10,1,2476,"small","left",NA,33
"10256",10756,"Numerosity",4,"l","Cong","l",1,0.360825,1,8,24,11,10637,"large","right",NA,33
"10257",10756,"Numerosity",4,"l","Cong","l",1,0.361935,4,9,73,10,10638,"large","right",NA,33
"10258",10756,"Numerosity",4,"l","Cong","l",1,0.363875,4,4,68,10,10639,"large","right",NA,33
"10259",10756,"Digit",4,"l","Cong","l",1,0.367515,3,2,50,10,10640,"large","right",NA,33
"10260",10756,"Digit",4,"l","Cong","l",1,0.36806,2,13,45,10,10641,"large","right",NA,33
"10261",10756,"Numerosity",4,"l","Cong","l",1,0.3686,0,8,8,11,10642,"large","right",NA,33
"10262",10756,"Numerosity",4,"a","Cong","a",1,0.381195,0,8,8,10,10643,"large","left",NA,33
"10263",10756,"Digit",4,"l","Cong","l",1,0.392205,2,15,47,11,10644,"large","right",NA,33
"10264",10756,"Numerosity",4,"a","Cong","a",1,0.392805,0,14,14,11,10645,"large","left",NA,33
"10265",10756,"Digit",4,"l","Cong","l",1,0.396905,1,5,21,11,10646,"large","right",NA,33
"10266",10756,"Digit",4,"a","Cong","a",1,0.397445,0,9,9,10,10647,"large","left",NA,33
"10267",10756,"Numerosity",4,"a","Cong","a",1,0.39879,0,2,2,11,10648,"large","left",NA,33
"10268",10756,"Digit",4,"l","Cong","l",1,0.401095,1,6,22,11,10649,"large","right",NA,33
"10269",10756,"Digit",4,"a","Cong","a",1,0.40859,2,3,35,10,10650,"large","left",NA,33
"10270",10756,"Numerosity",4,"l","Cong","l",1,0.408755,1,6,22,10,10651,"large","right",NA,33
"10271",10756,"Numerosity",4,"l","Cong","l",1,0.40892,3,2,50,11,10652,"large","right",NA,33
"10272",10756,"Digit",4,"l","Cong","l",1,0.40898,0,14,14,10,10653,"large","right",NA,33
"10273",10756,"Digit",4,"a","Cong","a",1,0.412165,2,13,45,10,10655,"large","left",NA,33
"10274",10756,"Digit",4,"a","Cong","a",1,0.412735,4,15,79,10,10656,"large","left",NA,33
"10275",10756,"Numerosity",4,"a","Cong","a",1,0.413895,3,3,51,11,10657,"large","left",NA,33
"10276",10756,"Digit",4,"l","Cong","l",1,0.417345,4,13,77,10,10658,"large","right",NA,33
"10277",10756,"Numerosity",4,"l","Cong","l",1,0.41879,2,13,45,11,10659,"large","right",NA,33
"10278",10756,"Numerosity",4,"l","Cong","l",1,0.421125,3,9,57,10,10660,"large","right",NA,33
"10279",10756,"Numerosity",4,"l","Cong","l",1,0.42274,1,0,16,10,10661,"large","right",NA,33
"10280",10756,"Numerosity",4,"l","Cong","l",1,0.42382,4,0,64,11,10662,"large","right",NA,33
"10281",10756,"Numerosity",4,"a","Cong","a",1,0.424335,4,1,65,10,10663,"large","left",NA,33
"10282",10756,"Numerosity",2,"l","Cong","l",1,0.930505,3,4,52,5,6625,"small","right",NA,33
"10283",10756,"Numerosity",2,"l","Cong","l",1,0.95937,2,2,34,5,6626,"small","right",NA,33
"10284",10756,"Numerosity",2,"l","Cong","l",1,0.98457,2,10,42,6,6627,"small","right",NA,33
"10285",10756,"Numerosity",2,"l","Incong","l",1,0.29655,3,7,55,7,6630,"small","right",NA,33
"10286",10756,"Numerosity",1,"a","Cong","a",1,0.39149,1,2,18,0,2510,"small","left",NA,33
"10287",10756,"Digit",4,"l","Cong","l",1,0.325725,0,5,5,10,10627,"large","right",NA,33
"10288",10756,"Numerosity",4,"a","Cong","a",1,0.341465,3,0,48,11,10628,"large","left",NA,33
"10289",10756,"Numerosity",4,"l","Cong","l",1,0.341955,4,11,75,11,10629,"large","right",NA,33
"10290",10756,"Numerosity",4,"a","Cong","a",1,0.346945,2,13,45,10,10630,"large","left",NA,33
"10291",10756,"Numerosity",4,"l","Cong","l",1,0.351565,0,14,14,10,10631,"large","right",NA,33
"10292",10756,"Digit",4,"l","Cong","l",1,0.45651,3,0,48,10,10671,"large","right",NA,33
"10293",10756,"Digit",1,"a","Cong","l",0,0.450335,3,12,60,1,2474,"small","right",NA,33
"10294",10756,"Digit",4,"a","Cong","a",1,0.459085,3,7,55,10,10673,"large","left",NA,33
"10295",10756,"Numerosity",4,"l","Cong","l",1,0.479685,3,6,54,10,10674,"large","right",NA,33
"10296",10756,"Digit",1,"l","Cong","a",0,0.67348,2,1,33,1,2477,"small","left",NA,33
"10297",10756,"Numerosity",1,"l","Incong","a",0,0.41699,0,9,9,2,2478,"small","left",NA,33
"10298",10756,"Digit",1,"l","Incong","a",0,0.42624,3,2,50,3,2479,"small","left",NA,33
"10299",10756,"Numerosity",1,"l","Incong","a",0,0.426545,4,7,71,3,2480,"small","left",NA,33
"10300",10756,"Numerosity",1,"l","Incong","a",0,0.450235,0,10,10,3,2481,"small","left",NA,33
"10301",10756,"Digit",4,"a","Incong","a",1,0.618225,0,8,8,8,10765,"large","left",NA,33
"10302",10756,"Numerosity",4,"l","Incong","l",1,0.61931,2,11,43,9,10766,"large","right",NA,33
"10303",10756,"Numerosity",4,"l","Incong","l",1,0.61995,3,2,50,8,10767,"large","right",NA,33
"10304",10756,"Digit",4,"l","Incong","l",1,0.626525,4,4,68,8,10768,"large","right",NA,33
