"","participant","Condition","number","correctkey","Congruent","key_response","correct","rt","exp_sess_trials.thisRepN","exp_sess_trials.thisTrialN","exp_sess_trials.thisN","exp_sess_trials.thisIndex","x","magnitude","hand","n_digits","ppid"
"1",9322,"Digit",1,"l","Incong","a",0,0.384365,4,2,66,3,2,"small","left",NA,1
"2",9322,"Numerosity",1,"a","Incong","l",0,0.41716,3,11,59,2,3,"small","right",NA,1
"3",9322,"Numerosity",1,"l","Incong","a",0,0.500345,1,14,30,2,4,"small","left",NA,1
"4",9322,"Numerosity",1,"a","Incong","l",0,0.53369,2,9,41,2,5,"small","right",NA,1
"5",9322,"Numerosity",1,"a","Incong","l",0,0.800715,2,10,42,3,6,"small","right",NA,1
"6",9322,"Numerosity",1,"a","Cong","a",1,0.367,0,6,6,1,13,"small","left",NA,1
"7",9322,"Numerosity",1,"l","Cong","l",1,0.41154,2,4,36,0,14,"small","right",NA,1
"8",9322,"Digit",1,"a","Cong","a",1,0.43304,1,12,28,0,15,"small","left",NA,1
"9",9322,"Numerosity",1,"l","Cong","l",1,0.433755,1,3,19,1,16,"small","right",NA,1
"10",9322,"Digit",1,"a","Cong","a",1,0.45706,0,10,10,0,17,"small","left",NA,1
"11",9322,"Digit",1,"a","Cong","a",1,0.4643,2,10,42,1,18,"small","left",NA,1
"12",9322,"Digit",1,"a","Cong","a",1,0.47436,0,3,3,1,19,"small","left",NA,1
"13",9322,"Digit",1,"l","Cong","l",1,0.483465,3,4,52,1,20,"small","right",NA,1
"14",9322,"Numerosity",1,"l","Cong","l",1,0.490955,2,5,37,1,21,"small","right",NA,1
"15",9322,"Numerosity",1,"l","Cong","l",1,0.49103,0,1,1,0,22,"small","right",NA,1
"16",9322,"Numerosity",1,"l","Cong","l",1,0.50019,3,5,53,1,23,"small","right",NA,1
"17",9322,"Digit",1,"l","Cong","l",1,0.50253,0,1,1,0,24,"small","right",NA,1
"18",9322,"Digit",1,"a","Cong","a",1,0.532915,1,6,22,1,25,"small","left",NA,1
"19",9322,"Numerosity",1,"l","Cong","l",1,0.534105,4,0,64,0,26,"small","right",NA,1
"20",9322,"Numerosity",1,"a","Cong","a",1,0.535155,1,1,17,1,27,"small","left",NA,1
"21",9322,"Digit",1,"a","Cong","a",1,0.544985,2,3,35,0,28,"small","left",NA,1
"22",9322,"Digit",1,"a","Cong","a",1,0.550525,3,10,58,0,29,"small","left",NA,1
"23",9322,"Numerosity",1,"l","Cong","l",1,0.583745,4,15,79,1,30,"small","right",NA,1
"24",9322,"Numerosity",1,"a","Cong","a",1,0.61707,4,7,71,1,31,"small","left",NA,1
"25",9322,"Numerosity",1,"a","Cong","a",1,0.63798,3,3,51,0,32,"small","left",NA,1
"26",9322,"Digit",1,"a","Cong","a",1,0.651785,3,3,51,1,33,"small","left",NA,1
"27",9322,"Numerosity",1,"a","Cong","a",1,0.673625,2,4,36,0,34,"small","left",NA,1
"28",9322,"Numerosity",1,"a","Cong","a",1,0.689255,3,6,54,1,35,"small","left",NA,1
"29",9322,"Numerosity",1,"l","Cong","l",1,0.69529,3,6,54,0,36,"small","right",NA,1
"30",9322,"Digit",1,"l","Cong","l",1,0.738025,4,11,75,1,37,"small","right",NA,1
"31",9322,"Numerosity",1,"l","Cong","l",1,0.758785,1,0,16,0,38,"small","right",NA,1
"32",9322,"Numerosity",1,"a","Cong","a",1,0.789395,0,3,3,0,39,"small","left",NA,1
"33",9322,"Digit",1,"l","Cong","l",1,0.850285,4,6,70,0,40,"small","right",NA,1
"34",9322,"Digit",1,"a","Cong","a",1,0.86608,4,14,78,0,41,"small","left",NA,1
"35",9322,"Numerosity",1,"a","Cong","a",1,0.86738,1,12,28,0,42,"small","left",NA,1
"36",9322,"Digit",1,"l","Cong","l",1,0.90036,2,1,33,0,43,"small","right",NA,1
"37",9322,"Digit",1,"a","Cong","a",1,0.917655,4,11,75,1,44,"small","left",NA,1
"38",9322,"Numerosity",1,"a","Cong","a",1,0.95035,2,11,43,1,45,"small","left",NA,1
"39",9322,"Digit",1,"l","Cong","l",1,0.98328,3,1,49,0,46,"small","right",NA,1
"40",9322,"Digit",1,"a","Incong","a",1,0.374765,3,0,48,2,52,"small","left",NA,1
"41",9322,"Digit",1,"a","Incong","a",1,0.435185,0,6,6,3,53,"small","left",NA,1
"42",9322,"Digit",1,"a","Incong","a",1,0.44964,0,5,5,2,54,"small","left",NA,1
"43",9322,"Numerosity",1,"a","Incong","a",1,0.46455,3,15,63,3,55,"small","left",NA,1
"44",9322,"Digit",1,"a","Incong","a",1,0.467095,2,7,39,3,56,"small","left",NA,1
"45",9322,"Numerosity",1,"a","Incong","a",1,0.48388,1,6,22,2,57,"small","left",NA,1
"46",9322,"Digit",1,"a","Incong","a",1,0.50716,1,4,20,2,58,"small","left",NA,1
"47",9322,"Numerosity",1,"a","Incong","a",1,0.53314,4,2,66,3,59,"small","left",NA,1
"48",9322,"Digit",1,"a","Incong","a",1,0.533605,3,12,60,3,60,"small","left",NA,1
"49",9322,"Numerosity",1,"l","Incong","l",1,0.55633,1,11,27,3,61,"small","right",NA,1
"50",9322,"Digit",1,"l","Incong","l",1,0.559185,2,11,43,2,62,"small","right",NA,1
"51",9322,"Digit",1,"l","Incong","l",1,0.56746,3,5,53,2,63,"small","right",NA,1
"52",9322,"Digit",1,"a","Incong","a",1,0.57608,1,0,16,3,64,"small","left",NA,1
"53",9322,"Numerosity",1,"a","Incong","a",1,0.617035,4,8,72,2,65,"small","left",NA,1
"54",9322,"Digit",1,"a","Incong","a",1,0.644665,2,5,37,2,66,"small","left",NA,1
"55",9322,"Numerosity",1,"a","Incong","a",1,0.68575,1,5,21,3,67,"small","left",NA,1
"56",9322,"Numerosity",1,"l","Incong","l",1,0.69312,3,10,58,3,68,"small","right",NA,1
"57",9322,"Numerosity",1,"a","Incong","a",1,0.700535,0,12,12,2,69,"small","left",NA,1
"58",9322,"Numerosity",1,"l","Incong","l",1,0.742545,2,12,44,3,70,"small","right",NA,1
"59",9322,"Digit",1,"l","Incong","l",1,0.74337,0,11,11,3,71,"small","right",NA,1
"60",9322,"Digit",1,"a","Incong","a",1,0.75001,4,0,64,2,72,"small","left",NA,1
"61",9322,"Digit",1,"l","Incong","l",1,0.750505,2,4,36,3,73,"small","right",NA,1
"62",9322,"Digit",1,"a","Incong","a",1,0.767405,4,1,65,3,74,"small","left",NA,1
"63",9322,"Numerosity",1,"l","Incong","l",1,0.77744,4,3,67,3,75,"small","right",NA,1
"64",9322,"Numerosity",1,"a","Incong","a",1,0.80017,0,6,6,3,76,"small","left",NA,1
"65",9322,"Digit",1,"l","Incong","l",1,0.88812,1,6,22,3,77,"small","right",NA,1
"66",9322,"Numerosity",1,"l","Incong","l",1,0.90044,0,0,0,3,78,"small","right",NA,1
"67",9322,"Digit",1,"l","Incong","l",1,0.968485,3,13,61,3,79,"small","right",NA,1
"68",9322,"Numerosity",1,"l","Incong","l",1,0.98304,2,9,41,2,80,"small","right",NA,1
"69",9322,"Digit",5,"l","Incong","l",1,0.55038,0,4,4,15,12272,"large","right",NA,1
"70",9322,"Digit",5,"l","Incong","l",1,0.550495,2,1,33,12,12273,"large","right",NA,1
"71",9322,"Numerosity",5,"a","Incong","a",1,0.550765,2,0,32,12,12274,"large","left",NA,1
"72",9322,"Digit",5,"l","Incong","l",1,0.574225,4,6,70,15,12275,"large","right",NA,1
"73",9322,"Numerosity",5,"a","Incong","a",1,0.57714,0,4,4,12,12276,"large","left",NA,1
"74",9322,"Digit",5,"l","Incong","l",1,0.585295,0,7,7,12,12277,"large","right",NA,1
"75",9322,"Digit",5,"l","Incong","l",1,0.59326,1,13,29,15,12278,"large","right",NA,1
"76",9322,"Numerosity",5,"l","Incong","l",1,0.6003,2,1,33,15,12279,"large","right",NA,1
"77",9322,"Digit",5,"a","Incong","a",1,0.60038,4,4,68,15,12280,"large","left",NA,1
"78",9322,"Numerosity",5,"l","Incong","l",1,0.600405,3,9,57,12,12281,"large","right",NA,1
"79",9322,"Numerosity",5,"l","Incong","l",1,0.61017,0,14,14,15,12282,"large","right",NA,1
"80",9322,"Numerosity",5,"a","Incong","a",1,0.666075,1,15,31,12,12283,"large","left",NA,1
"81",9322,"Numerosity",5,"a","Incong","a",1,0.732845,3,5,53,12,12284,"large","left",NA,1
"82",9322,"Digit",5,"l","Incong","l",1,0.76273,2,6,38,15,12285,"large","right",NA,1
"83",9322,"Numerosity",5,"a","Incong","a",1,0.765735,2,14,46,15,12286,"large","left",NA,1
"84",9322,"Digit",5,"l","Incong","l",1,0.783935,3,11,59,12,12287,"large","right",NA,1
"85",9322,"Numerosity",5,"l","Incong","l",1,0.80029,2,13,45,12,12288,"large","right",NA,1
"86",9322,"Digit",5,"l","Incong","l",1,0.81224,4,12,76,12,12289,"large","right",NA,1
"87",9322,"Numerosity",5,"a","Incong","a",1,0.81686,1,13,29,15,12290,"large","left",NA,1
"88",9322,"Numerosity",5,"a","Incong","a",1,0.832875,3,11,59,15,12291,"large","left",NA,1
"89",9322,"Numerosity",5,"l","Incong","l",1,0.833725,1,13,29,15,12292,"large","right",NA,1
"90",9322,"Digit",5,"a","Incong","a",1,0.834265,3,15,63,12,12293,"large","left",NA,1
"91",9322,"Digit",5,"a","Incong","a",1,0.871415,4,12,76,12,12294,"large","left",NA,1
"92",9322,"Numerosity",5,"a","Incong","a",1,0.895085,4,1,65,12,12295,"large","left",NA,1
"93",9322,"Digit",5,"a","Incong","a",1,0.98526,2,0,32,15,12296,"large","left",NA,1
"94",9322,"Digit",5,"a","Incong","a",1,0.995855,2,8,40,12,12297,"large","left",NA,1
"95",9322,"Digit",2,"l","Cong","l",1,0.75071,3,3,51,5,4105,"small","right",NA,1
"96",9322,"Digit",2,"l","Cong","l",1,0.75316,2,14,46,5,4106,"small","right",NA,1
"97",9322,"Numerosity",2,"a","Cong","a",1,0.7615,1,6,22,5,4107,"small","left",NA,1
"98",9322,"Numerosity",2,"l","Cong","l",1,0.7785,4,3,67,6,4108,"small","right",NA,1
"99",9322,"Numerosity",2,"a","Cong","a",1,0.831135,0,10,10,5,4109,"small","left",NA,1
"100",9322,"Numerosity",2,"l","Cong","l",1,0.83286,2,12,44,5,4110,"small","right",NA,1
"101",9322,"Digit",2,"a","Cong","a",1,0.833715,4,2,66,6,4111,"small","left",NA,1
"102",9322,"Digit",2,"l","Cong","l",1,0.850695,4,1,65,6,4112,"small","right",NA,1
"103",9322,"Digit",2,"l","Cong","l",1,0.943085,2,13,45,6,4113,"small","right",NA,1
"104",9322,"Digit",2,"l","Cong","l",1,0.959185,1,4,20,5,4114,"small","right",NA,1
"105",9322,"Numerosity",2,"a","Incong","a",1,0.38357,4,10,74,4,4121,"small","left",NA,1
"106",9322,"Numerosity",2,"a","Incong","a",1,0.445545,2,2,34,4,4122,"small","left",NA,1
"107",9322,"Numerosity",2,"l","Incong","l",1,0.461495,0,9,9,7,4123,"small","right",NA,1
"108",9322,"Digit",2,"a","Incong","a",1,0.47312,0,0,0,7,4124,"small","left",NA,1
"109",9322,"Digit",2,"a","Incong","a",1,0.49529,2,2,34,4,4125,"small","left",NA,1
"110",9322,"Digit",2,"a","Incong","a",1,0.499475,1,10,26,7,4126,"small","left",NA,1
"111",9322,"Numerosity",2,"a","Incong","a",1,0.516715,4,14,78,7,4127,"small","left",NA,1
"112",9322,"Numerosity",2,"l","Incong","l",1,0.51695,2,1,33,7,4128,"small","right",NA,1
"113",9322,"Digit",2,"a","Incong","a",1,0.51908,4,10,74,7,4129,"small","left",NA,1
"114",9322,"Digit",2,"l","Incong","l",1,0.543075,0,6,6,7,4130,"small","right",NA,1
"115",9322,"Digit",2,"l","Incong","l",1,0.55969,2,10,42,7,4131,"small","right",NA,1
"116",9322,"Numerosity",2,"a","Incong","a",1,0.56197,1,9,25,7,4132,"small","left",NA,1
"117",9322,"Numerosity",2,"l","Incong","l",1,0.56634,0,5,5,4,4133,"small","right",NA,1
"118",9322,"Digit",2,"a","Incong","a",1,0.583645,4,8,72,4,4134,"small","left",NA,1
"119",9322,"Numerosity",2,"a","Incong","a",1,0.583745,2,7,39,7,4135,"small","left",NA,1
"120",9322,"Numerosity",2,"l","Incong","l",1,0.602545,2,10,42,4,4136,"small","right",NA,1
"121",9322,"Digit",2,"l","Incong","l",1,0.63358,4,5,69,4,4137,"small","right",NA,1
"122",9322,"Numerosity",2,"a","Incong","a",1,0.64381,0,13,13,7,4138,"small","left",NA,1
"123",9322,"Digit",2,"a","Incong","a",1,0.664775,1,2,18,4,4139,"small","left",NA,1
"124",9322,"Digit",2,"l","Incong","l",1,0.666915,4,7,71,7,4140,"small","right",NA,1
"125",9322,"Numerosity",2,"l","Incong","l",1,0.683575,1,0,16,4,4141,"small","right",NA,1
"126",9322,"Digit",2,"a","Incong","a",1,0.700475,2,13,45,7,4142,"small","left",NA,1
"127",9322,"Numerosity",2,"l","Incong","l",1,0.733155,4,5,69,4,4143,"small","right",NA,1
"128",9322,"Digit",2,"a","Incong","a",1,0.778825,3,9,57,4,4144,"small","left",NA,1
"129",9322,"Numerosity",4,"l","Cong","a",0,0.467145,1,9,25,11,8143,"large","left",NA,1
"130",9322,"Numerosity",4,"l","Incong","a",0,0.372925,4,11,75,9,8144,"large","left",NA,1
"131",9322,"Numerosity",4,"a","Incong","l",0,0.496235,0,12,12,8,8145,"large","right",NA,1
"132",9322,"Numerosity",4,"l","Cong","l",1,1.00058,2,7,39,11,8149,"large","right",6,1
"133",9322,"Numerosity",4,"a","Cong","a",1,1.04074,2,15,47,11,8150,"large","left",6,1
"134",9322,"Digit",4,"a","Cong","a",1,1.12006,1,1,17,10,8151,"large","left",6,1
"135",9322,"Digit",4,"a","Cong","a",1,1.43373,2,2,34,10,8152,"large","left",6,1
"136",9322,"Digit",4,"a","Cong","a",1,1.232625,2,9,41,11,8153,"large","left",7,1
"137",9322,"Numerosity",4,"l","Cong","l",1,1.283115,1,10,26,10,8154,"large","right",7,1
"138",9322,"Numerosity",4,"a","Incong","a",1,1.018175,0,13,13,9,8188,"large","left",7,1
"139",9322,"Numerosity",4,"a","Incong","a",1,1.041275,2,13,45,9,8189,"large","left",7,1
"140",9322,"Digit",4,"l","Incong","l",1,1.565255,4,5,69,8,8190,"large","right",7,1
"141",9322,"Digit",4,"a","Incong","a",1,1.673455,0,0,0,9,8191,"large","left",7,1
"142",9322,"Digit",4,"a","Incong","a",1,1.900565,1,3,19,8,8192,"large","left",7,1
"143",9322,"Digit",4,"l","Cong","l",1,0.58315,4,7,71,11,8163,"large","right",NA,1
"144",9322,"Numerosity",4,"a","Cong","a",1,0.583665,2,0,32,10,8164,"large","left",NA,1
"145",9322,"Numerosity",4,"a","Cong","a",1,0.59077,3,7,55,10,8165,"large","left",NA,1
"146",9322,"Numerosity",4,"a","Cong","a",1,0.593155,0,3,3,11,8166,"large","left",NA,1
"147",9322,"Digit",4,"l","Cong","l",1,0.60031,4,9,73,10,8167,"large","right",NA,1
"148",9322,"Digit",4,"a","Cong","a",1,0.600455,3,7,55,10,8168,"large","left",NA,1
"149",9322,"Digit",4,"l","Cong","l",1,0.62943,1,5,21,11,8169,"large","right",NA,1
"150",9322,"Digit",4,"a","Cong","a",1,0.651,4,8,72,10,8170,"large","left",NA,1
"151",9322,"Digit",4,"l","Cong","l",1,0.672285,2,4,36,10,8171,"large","right",NA,1
"152",9322,"Numerosity",5,"a","Cong","l",0,0.733125,1,10,26,14,12218,"large","right",NA,1
"153",9322,"Numerosity",5,"l","Cong","l",1,0.40036,0,7,7,13,12227,"large","right",NA,1
"154",9322,"Numerosity",5,"a","Cong","a",1,0.407745,2,6,38,14,12228,"large","left",NA,1
"155",9322,"Digit",5,"l","Cong","l",1,0.450475,1,8,24,14,12229,"large","right",NA,1
"156",9322,"Digit",5,"l","Cong","l",1,0.45074,0,9,9,14,12230,"large","right",NA,1
"157",9322,"Digit",5,"a","Cong","a",1,0.450895,4,0,64,13,12231,"large","left",NA,1
"158",9322,"Numerosity",5,"a","Cong","a",1,0.466885,3,14,62,13,12232,"large","left",NA,1
"159",9322,"Digit",5,"l","Cong","l",1,0.46711,2,8,40,13,12233,"large","right",NA,1
"160",9322,"Digit",5,"l","Cong","l",1,0.4713,2,11,43,14,12234,"large","right",NA,1
"161",9322,"Numerosity",5,"a","Cong","a",1,0.49538,4,9,73,13,12235,"large","left",NA,1
"162",9322,"Numerosity",5,"l","Cong","l",1,0.53371,1,3,19,14,12236,"large","right",NA,1
"163",9322,"Digit",5,"l","Cong","l",1,0.55064,0,8,8,13,12237,"large","right",NA,1
"164",9322,"Numerosity",5,"l","Cong","l",1,0.590435,3,2,50,13,12238,"large","right",NA,1
"165",9322,"Numerosity",5,"a","Cong","a",1,0.600255,4,12,76,14,12239,"large","left",NA,1
"166",9322,"Digit",5,"l","Cong","l",1,0.606625,1,1,17,13,12240,"large","right",NA,1
"167",9322,"Digit",5,"l","Cong","l",1,0.616935,3,1,49,14,12241,"large","right",NA,1
"168",9322,"Numerosity",5,"a","Cong","a",1,0.61702,1,4,20,13,12242,"large","left",NA,1
"169",9322,"Numerosity",5,"l","Cong","l",1,0.617045,0,1,1,14,12243,"large","right",NA,1
"170",9322,"Digit",5,"l","Cong","l",1,0.633325,3,5,53,13,12244,"large","right",NA,1
"171",9322,"Digit",5,"l","Cong","l",1,0.645805,4,15,79,13,12245,"large","right",NA,1
"172",9322,"Digit",5,"a","Cong","a",1,0.65023,0,2,2,13,12246,"large","left",NA,1
"173",9322,"Numerosity",5,"a","Cong","a",1,0.650335,3,3,51,14,12247,"large","left",NA,1
"174",9322,"Digit",5,"a","Cong","a",1,0.687125,3,6,54,13,12248,"large","left",NA,1
"175",9322,"Numerosity",5,"l","Cong","l",1,0.69427,3,1,49,14,12249,"large","right",NA,1
"176",9322,"Digit",5,"a","Cong","a",1,0.75582,1,11,27,13,12250,"large","left",NA,1
"177",9322,"Numerosity",5,"a","Cong","a",1,0.76761,2,14,46,13,12251,"large","left",NA,1
"178",9322,"Digit",5,"l","Cong","l",1,0.784345,4,3,67,14,12252,"large","right",NA,1
"179",9322,"Digit",5,"a","Cong","a",1,0.789135,2,3,35,13,12253,"large","left",NA,1
"180",9322,"Digit",5,"a","Cong","a",1,0.800255,3,8,56,14,12254,"large","left",NA,1
"181",9322,"Numerosity",5,"l","Cong","l",1,0.86698,4,9,73,14,12255,"large","right",NA,1
"182",9322,"Numerosity",5,"l","Cong","l",1,0.88391,2,15,47,13,12256,"large","right",NA,1
"183",9322,"Digit",5,"a","Cong","a",1,0.912255,4,14,78,14,12257,"large","left",NA,1
"184",9322,"Numerosity",5,"a","Incong","a",1,0.467475,0,8,8,15,12266,"large","left",NA,1
"185",9322,"Numerosity",5,"l","Incong","l",1,0.477245,3,12,60,15,12267,"large","right",NA,1
"186",9322,"Numerosity",5,"l","Incong","l",1,0.48385,4,5,69,15,12268,"large","right",NA,1
"187",9322,"Digit",5,"l","Incong","l",1,0.513105,1,11,27,12,12269,"large","right",NA,1
"188",9322,"Numerosity",5,"l","Incong","l",1,0.533535,4,1,65,12,12270,"large","right",NA,1
"189",9322,"Numerosity",5,"l","Incong","l",1,0.54636,0,5,5,12,12271,"large","right",NA,1
"190",9322,"Numerosity",4,"l","Incong","l",1,0.723495,3,4,52,8,8215,"large","right",NA,1
"191",9322,"Digit",4,"l","Incong","l",1,0.73517,3,2,50,8,8216,"large","right",NA,1
"192",9322,"Numerosity",4,"l","Incong","l",1,0.750145,4,6,70,8,8217,"large","right",NA,1
"193",9322,"Numerosity",4,"l","Incong","l",1,0.81734,0,0,0,8,8218,"large","right",NA,1
"194",9322,"Numerosity",4,"l","Incong","l",1,0.841125,1,2,18,9,8219,"large","right",NA,1
"195",9322,"Digit",4,"a","Incong","a",1,0.8493,4,3,67,9,8220,"large","left",NA,1
"196",9322,"Digit",4,"a","Incong","a",1,0.850675,3,11,59,8,8221,"large","left",NA,1
"197",9322,"Digit",4,"a","Incong","a",1,0.925525,1,2,18,9,8222,"large","left",NA,1
"198",9322,"Digit",2,"a","Cong","a",1,0.457845,1,3,19,6,4087,"small","left",NA,1
"199",9322,"Digit",2,"l","Cong","l",1,0.466915,0,3,3,5,4088,"small","right",NA,1
"200",9322,"Numerosity",2,"a","Cong","a",1,0.516935,1,8,24,6,4089,"small","left",NA,1
"201",9322,"Numerosity",2,"l","Cong","l",1,0.52119,4,13,77,5,4090,"small","right",NA,1
"202",9322,"Digit",2,"a","Cong","a",1,0.527815,0,2,2,5,4091,"small","left",NA,1
"203",9322,"Digit",2,"l","Cong","l",1,0.533835,3,12,60,6,4092,"small","right",NA,1
"204",9322,"Digit",2,"a","Cong","a",1,0.536675,0,15,15,6,4093,"small","left",NA,1
"205",9322,"Numerosity",2,"a","Cong","a",1,0.567105,3,12,60,6,4094,"small","left",NA,1
"206",9322,"Digit",2,"a","Cong","a",1,0.583805,3,14,62,5,4095,"small","left",NA,1
"207",9322,"Numerosity",2,"l","Cong","l",1,0.60016,1,1,17,6,4096,"small","right",NA,1
"208",9322,"Numerosity",2,"l","Cong","l",1,0.60048,2,3,35,6,4097,"small","right",NA,1
"209",9322,"Digit",2,"l","Cong","l",1,0.617695,0,4,4,6,4098,"small","right",NA,1
"210",9322,"Numerosity",2,"l","Cong","l",1,0.64106,0,9,9,6,4099,"small","right",NA,1
"211",9322,"Digit",2,"a","Cong","a",1,0.644985,4,13,77,5,4100,"small","left",NA,1
"212",9322,"Digit",2,"a","Cong","a",1,0.66932,1,7,23,5,4101,"small","left",NA,1
"213",9322,"Numerosity",2,"a","Cong","a",1,0.73328,0,11,11,6,4102,"small","left",NA,1
"214",9322,"Digit",2,"l","Cong","l",1,0.7335,4,15,79,5,4103,"small","right",NA,1
"215",9322,"Numerosity",2,"a","Cong","a",1,0.750315,3,15,63,5,4104,"small","left",NA,1
"216",9322,"Digit",4,"l","Cong","l",1,0.42753,0,13,13,11,8155,"large","right",NA,1
"217",9322,"Numerosity",4,"a","Cong","a",1,0.45038,4,4,68,11,8156,"large","left",NA,1
"218",9322,"Numerosity",4,"a","Cong","a",1,0.4622,4,7,71,10,8157,"large","left",NA,1
"219",9322,"Digit",4,"l","Cong","l",1,0.467215,3,6,54,10,8158,"large","right",NA,1
"220",9322,"Numerosity",4,"a","Cong","a",1,0.51762,1,8,24,10,8159,"large","left",NA,1
"221",9322,"Digit",4,"a","Cong","a",1,0.52033,0,9,9,11,8160,"large","left",NA,1
"222",9322,"Numerosity",4,"l","Cong","l",1,0.566805,0,2,2,11,8161,"large","right",NA,1
"223",9322,"Digit",4,"l","Cong","l",1,0.56912,3,8,56,11,8162,"large","right",NA,1
"224",9322,"Digit",2,"l","Incong","l",1,1.917445,0,13,13,4,4120,"small","right",7,1
"225",9322,"Numerosity",1,"l","Incong","l",1,1.10029,0,15,15,2,48,"small","right",6,1
"226",9322,"Digit",1,"l","Incong","l",1,1.101725,0,12,12,2,49,"small","right",7,1
"227",9322,"Numerosity",1,"l","Incong","l",1,1.226915,3,0,48,2,50,"small","right",7,1
"228",9322,"Digit",1,"l","Incong","l",1,1.300175,4,13,77,2,51,"small","right",7,1
"229",9322,"Numerosity",4,"a","Incong","a",1,0.70015,3,7,55,8,8213,"large","left",NA,1
"230",9322,"Digit",4,"a","Incong","a",1,0.70033,0,7,7,8,8214,"large","left",NA,1
"231",9322,"Digit",5,"a","Incong","a",1,1.418955,1,15,31,12,12263,"large","left",7,1
"232",9322,"Digit",2,"a","Cong","l",0,0.568495,3,7,55,6,4074,"small","right",NA,1
"233",9322,"Digit",4,"a","Cong","a",1,0.70787,0,8,8,10,8172,"large","left",NA,1
"234",9322,"Digit",4,"a","Cong","a",1,0.72118,3,14,62,11,8173,"large","left",NA,1
"235",9322,"Numerosity",4,"l","Cong","l",1,0.733895,0,14,14,10,8174,"large","right",NA,1
"236",9322,"Numerosity",4,"a","Cong","a",1,0.75307,0,15,15,10,8175,"large","left",NA,1
"237",9322,"Digit",4,"a","Cong","a",1,0.75828,1,14,30,11,8176,"large","left",NA,1
"238",9322,"Numerosity",4,"l","Cong","l",1,0.767515,2,8,40,10,8177,"large","right",NA,1
"239",9322,"Numerosity",4,"l","Cong","l",1,0.775355,3,13,61,11,8178,"large","right",NA,1
"240",9322,"Digit",4,"l","Cong","l",1,0.78405,0,11,11,10,8179,"large","right",NA,1
"241",9322,"Digit",4,"a","Cong","a",1,0.78452,4,10,74,11,8180,"large","left",NA,1
"242",9322,"Digit",4,"l","Cong","l",1,0.786665,2,14,46,11,8181,"large","right",NA,1
"243",9322,"Numerosity",4,"a","Cong","a",1,0.800035,3,2,50,11,8182,"large","left",NA,1
"244",9322,"Numerosity",4,"l","Cong","l",1,0.80065,3,14,62,10,8183,"large","right",NA,1
"245",9322,"Numerosity",4,"l","Cong","l",1,0.817335,4,15,79,10,8184,"large","right",NA,1
"246",9322,"Digit",4,"l","Cong","l",1,0.834425,1,9,25,10,8185,"large","right",NA,1
"247",9322,"Numerosity",4,"a","Cong","a",1,0.900275,1,11,27,11,8186,"large","left",NA,1
"248",9322,"Numerosity",4,"l","Cong","l",1,0.935965,4,14,78,11,8187,"large","right",NA,1
"249",9322,"Numerosity",4,"l","Incong","l",1,0.400225,3,13,61,9,8193,"large","right",NA,1
"250",9322,"Digit",2,"l","Incong","l",1,0.800735,1,10,26,7,4145,"small","right",NA,1
"251",9322,"Numerosity",2,"a","Incong","a",1,0.810955,1,12,28,4,4146,"small","left",NA,1
"252",9322,"Digit",2,"l","Incong","l",1,0.833565,3,2,50,7,4147,"small","right",NA,1
"253",9322,"Numerosity",4,"a","Incong","l",0,0.55036,4,4,68,9,8146,"large","right",NA,1
"254",9322,"Numerosity",4,"l","Incong","a",0,0.56717,2,8,40,9,8147,"large","left",NA,1
"255",9322,"Numerosity",4,"l","Incong","a",0,0.69123,0,10,10,9,8148,"large","left",NA,1
"256",9322,"Digit",4,"l","Incong","l",1,0.56898,3,4,52,9,8200,"large","right",NA,1
"257",9322,"Digit",4,"a","Incong","a",1,0.58723,2,5,37,8,8201,"large","left",NA,1
"258",9322,"Digit",4,"l","Incong","l",1,0.592485,0,1,1,9,8202,"large","right",NA,1
"259",9322,"Numerosity",4,"l","Incong","l",1,0.60015,1,7,23,8,8203,"large","right",NA,1
"260",9322,"Digit",4,"a","Incong","a",1,0.600455,3,10,58,9,8204,"large","left",NA,1
"261",9322,"Digit",4,"a","Incong","a",1,0.617295,2,6,38,9,8205,"large","left",NA,1
"262",9322,"Digit",4,"l","Incong","l",1,0.62596,1,15,31,9,8206,"large","right",NA,1
"263",9322,"Digit",4,"a","Incong","a",1,0.633255,4,9,73,8,8207,"large","left",NA,1
"264",9322,"Numerosity",4,"l","Incong","l",1,0.639815,2,11,43,8,8208,"large","right",NA,1
"265",9322,"Digit",4,"l","Incong","l",1,0.66619,2,12,44,9,8209,"large","right",NA,1
"266",9322,"Digit",4,"l","Incong","l",1,0.675895,4,4,68,9,8210,"large","right",NA,1
"267",9322,"Digit",4,"l","Incong","l",1,0.684135,2,9,41,8,8211,"large","right",NA,1
"268",9322,"Numerosity",4,"a","Incong","a",1,0.686235,1,2,18,9,8212,"large","left",NA,1
"269",9322,"Numerosity",5,"a","Incong","a",1,1.29165,4,13,77,15,12260,"large","left",6,1
"270",9322,"Numerosity",5,"l","Incong","l",1,1.100395,1,15,31,12,12261,"large","right",7,1
"271",9322,"Digit",5,"a","Incong","a",1,1.317535,1,12,28,15,12262,"large","left",7,1
"272",9322,"Digit",2,"a","Incong","a",1,0.991455,3,13,61,7,4152,"small","left",NA,1
"273",9322,"Digit",2,"a","Cong","l",0,0.61672,2,15,47,5,4075,"small","right",NA,1
"274",9322,"Numerosity",2,"l","Cong","a",0,0.800625,0,7,7,5,4076,"small","left",NA,1
